image,image_url,product_id,title,color,fit,pattern,material,price,rating,category,product_url,wear_type
female_00155.webp,https://assets.newme.asia/wp-content/uploads/2025/12/13062941e2dfbd36/NM-PRC-119-DRS-25-NOV-25970-MAROON(1).webp,8620568,Maroon Off-Shoulder Lace Mini Dress,"Maroon, White, Black",,,,1799,4.8,Dresses,https://newme.asia/product/maroon-off-shoulder-lace-mini-dress,upper wear
female_00156.webp,https://assets.newme.asia/wp-content/uploads/2026/01/221131058cc41636/NM-IN-56-DRS-25-SEP-24651-CREAM(1).webp,9178955,Cream Floral Tube Neck Midi Dress,,,Floral,,1049,4.9,Dresses,https://newme.asia/product/cream-floral-tube-neck-midi-dress,upper wear
female_00157.webp,https://assets.newme.asia/wp-content/uploads/2026/06/12073054bd287bd5/NM-PRC-455-DRS-26-JUN-34376-LIGHTPINK(1).webp,10826412,Light Pink Lace Slit Maxi Dress,"Lightpink, Maroon",,,,1299,5.0,Dresses,https://newme.asia/product/light-pink-lace-slit-maxi-dress,upper wear
female_00158.webp,https://assets.newme.asia/wp-content/uploads/2026/01/021540412e61e278/NM-PRC-75-DRS-26-JAN-29574-DARKBLUE(1).webp,8921147,Dark Blue One Shoulder Ruched Maxi Dress,"Dark Blue, Yellow, Wine, Red",,Ruched,,1549,4.9,Dresses,https://newme.asia/product/dark-blue-one-shoulder-ruched-maxi-dress,upper wear
female_00159.webp,https://assets.newme.asia/wp-content/uploads/2024/12/271026526df37b11/NM-IN-56-DRS-24-MAR-4065-BROWN(1).webp,3842137,Brown Sweetheart Neck Bodycon Dress,"Brown, Black",Bodycon,,,899,4.7,Dresses,https://newme.asia/product/brown-sweetheart-neck-bodycon-dress-3,upper wear
female_00160.webp,https://assets.newme.asia/wp-content/uploads/2025/07/211739037ed8cbd7/NM-IN-56-DRS-25-FEB-14296-WHITE(1).webp,5042093,White Floral Layered Mini Dress,,,Floral,,599,4.8,Dresses,https://newme.asia/product/white-floral-layered-mini-dress-4,upper wear
female_00161.webp,https://assets.newme.asia/wp-content/uploads/2026/05/11061151381551ad/NM-PRC-34-DRS-26-MAY-33385-LIGHTPINK(1).webp,10431716,Light Pink Polka Dot Mini Dress,"Lightpink, Light Blue",,,,1199,5.0,Dresses,https://newme.asia/product/light-pink-polka-dot-mini-dress-2,upper wear
female_00162.webp,https://assets.newme.asia/wp-content/uploads/2026/07/03135739349a2b29/NM-PRC-452-DRS-26-JUN-35075-BLACK(1).webp,11078334,Black Sweetheart Floral Maxi Dress,,,Floral,,1549,4.4,Dresses,https://newme.asia/product/black-sweetheart-floral-maxi-dress-2,upper wear
female_00163.webp,https://assets.newme.asia/wp-content/uploads/2026/01/14125617e9d162bb/NM-IN-56-DRS-25-AUG-24332-DARKBROWN(1).webp,9074050,Dark Brown Ruched Wrap Maxi Dress,,,Ruched,,699,4.9,Dresses,https://newme.asia/product/dark-brown-ruched-wrap-maxi-dress,upper wear
female_00164.webp,https://assets.newme.asia/wp-content/uploads/2026/03/0907121219ab0991/NM-PRC-313-DRS-26-FEB-31010-CREAM(1).webp,9668683,Cream Corset Square Neck Mini Dress,,,,,1299,4.8,Dresses,https://newme.asia/product/cream-corset-square-neck-mini-dress,upper wear
female_00165.webp,https://assets.newme.asia/wp-content/uploads/2026/07/03134535cf065d7e/NM-PRC-374-DRS-26-JUL-35090-WINE(1).webp,11078079,Wine Halter Neck Maxi Dress,,,,,1599,4.8,Dresses,https://newme.asia/product/wine-halter-neck-maxi-dress-7,upper wear
female_00166.webp,https://assets.newme.asia/wp-content/uploads/2025/11/13165048d0dd9835/NM-PRC-119-DRS-25-NOV-26550-MAROON(1).webp,8208016,Maroon Lace Bodycon Maxi Dress,,Bodycon,,,1599,4.9,Dresses,https://newme.asia/product/maroon-lace-bodycon-maxi-dress,upper wear
female_00167.webp,https://assets.newme.asia/wp-content/uploads/2026/06/15110305a117d3bf/NM-PRC-448-DRS-26-MAY-33534-MAROON(1).webp,10496527,Maroon Ruched Halter Mini Dress,"Maroon, Darkbrown, Black",,Ruched,,1149,5.0,Dresses,https://newme.asia/product/maroon-ruched-halter-mini-dress,upper wear
female_00168.webp,https://assets.newme.asia/wp-content/uploads/2026/05/29171904be329b81/NM-PRC-408-DRS-26-MAY-34001-LIGHTYELLOW(1).webp,10682167,Light Yellow Floral Maxi Dress,"Lightyellow, White, Lightpink",,Floral,,1399,5.0,Dresses,https://newme.asia/product/light-yellow-floral-maxi-dress-4,upper wear
female_00169.webp,https://assets.newme.asia/wp-content/uploads/2026/05/211742027e2094d2/NM-PRC-452-DRS-26-MAY-33755-BROWN(1).webp,10577728,Brown Solid Buttoned Midi Dress,,,Solid,,1349,5.0,Dresses,https://newme.asia/product/brown-solid-buttoned-midi-dress,upper wear
female_00170.webp,https://assets.newme.asia/wp-content/uploads/2026/01/141248540d8de836/NM-IN-56-BLS-25-OCT-25336-BLACK(1).webp,9073795,Black Solid One Shoulder Top,,,Solid,,449,4.7,Tops,https://newme.asia/product/black-solid-one-shoulder-top-11,upper wear
female_00171.webp,https://assets.newme.asia/wp-content/uploads/2025/01/10083453f00da705/NM-IN-56-TSH-24-APR-5000-BURGUNDY(1).webp,1837926,Burgundy Round Neck Regular Tshirt,"Maroon, Dark Brown, Black, Pink, Yellow, Navy Blue",Regular,,,399,4.8,Tops,https://newme.asia/product/burgundy-round-neck-regular-shirt-2,upper wear
female_00172.webp,https://assets.newme.asia/wp-content/uploads/2026/01/14124842c88ef024/NM-IN-56-BLS-25-AUG-23572-WHITE(1).webp,9073789,White Solid Halter Neck Top,,,Solid,,449,4.7,Tops,https://newme.asia/product/white-solid-halter-neck-top-29,upper wear
female_00173.webp,https://assets.newme.asia/wp-content/uploads/2024/06/18101628c0bda351/NM-IN-50-TSH-23-JUN-132-BROWN_(1).webp,994240,Solid Full Sleeve Tshirt,"Brown, Navy Blue, Beige, Lightgrey, Black, Darkbrown, Dark Grey",,Solid,,349,4.7,Tops,https://newme.asia/product/solid-full-sleeve-tshirt-18,upper wear
female_00174.webp,https://assets.newme.asia/wp-content/uploads/2026/04/22074120d7e513eb/NM-PRC-414-BLS-26-MAR-32190-LIGHTPINK(1).webp,9864863,Light Pink Embroidered Top,"Lightpink, Lightyellow",,,,899,4.8,Tops,https://newme.asia/product/light-pink-embroidered-top,upper wear
female_00175.webp,https://assets.newme.asia/wp-content/uploads/2025/05/22151122f41e4741/NM-IN-56-BLS-25-APR-17069-WHITE(1).webp,6580645,White Solid Cami Top,"White, Red, Black",,Solid,,499,4.7,Tops,https://newme.asia/product/white-solid-cami-top-4,upper wear
female_00176.webp,https://assets.newme.asia/wp-content/uploads/2026/04/1312592513013f8d/NM-IN-56-BLS-26-JAN-30368-BROWN(0).webp,10014358,Brown Leopard Scoop Neck Top,,,,,799,4.8,Tops,https://newme.asia/product/brown-leopard-scoop-neck-top,upper wear
female_00177.webp,https://assets.newme.asia/wp-content/uploads/2025/05/181303441345f727/NM-IN-56-BLS-25-APR-17069-BLACK(1).webp,6395461,Black Solid Cami Top,"Black, Red, White",,Solid,,499,4.8,Tops,https://newme.asia/product/black-solid-cami-top-16,upper wear
female_00178.webp,https://assets.newme.asia/wp-content/uploads/2026/02/17073053e13c83b3/NM-IN-56-SHT-25-SEP-25083-WINE(0).webp,9485108,Wine Striped Cinched Waist Shirt,"Wine, Dark Blue, Lightpink, Khaki",,Striped,,749,4.9,Tops,https://newme.asia/product/wine-striped-cinched-waist-shirt,upper wear
female_00179.webp,https://assets.newme.asia/wp-content/uploads/2025/12/3008535114eb86ce/NM-IN-56-BLS-25-DEC-22169-TEAL(1).webp,8864282,Teal Sequin Embellished Halter Top,"Teal, Blue, Pink, Black, White",,,,449,4.8,Tops,https://newme.asia/product/teal-sequin-embellished-halter-top,upper wear
female_00180.webp,https://assets.newme.asia/wp-content/uploads/2024/05/201359377fe9bb61/NM-IN-56-TSH-24-APR-5000-DKBROWN_(1).webp,1837956,Dark Brown Round Neck Regular Tshirt,"Dark Brown, Maroon, Black, Pink, Yellow, Navy Blue",Regular,,,649,4.7,Tops,https://newme.asia/product/dark-brown-round-neck-regular-shirt-2,upper wear
female_00181.webp,https://assets.newme.asia/wp-content/uploads/2025/10/0808090617169a39/NM-IN-56-TSH-25-SEP-21702-NAVYBLUE_(1).webp,7848930,Navy Blue Graphic Off Shoulder T-Shirt,,,,,499,4.8,Tops,https://newme.asia/product/navy-blue-graphic-off-shoulder-t-shirt,upper wear
female_00182.webp,https://assets.newme.asia/wp-content/uploads/2025/06/022043467a171905/NM-IN-56-BLS-25-FEB-14490-DARKPINK(1).webp,6219156,Dark Pink Floral High Low Top,,,Floral,,449,4.8,Tops,https://newme.asia/product/dark-pink-floral-high-low-top-2,upper wear
female_00183.webp,https://assets.newme.asia/wp-content/uploads/2025/05/18084445e4b6aeaf/NM-IN-56-BLS-24-APR-5418-BLACK(1).webp,4871120,Black Semi Sweetheart Neck Crop Top,"Black, Brown",,,,549,4.8,Tops,https://newme.asia/product/black-semi-sweetheart-neck-crop-top-3,upper wear
female_00184.webp,https://assets.newme.asia/wp-content/uploads/2026/03/050513007b870702/NM-PRC-417-BLS-26-JAN-30668-BLUE(1).webp,9625822,Blue Sweetheart Lace Top,"Blue, Lightbrown, Lightpink",,,,899,4.9,Tops,https://newme.asia/product/blue-sweetheart-lace-top,upper wear
female_00185.webp,https://assets.newme.asia/wp-content/uploads/2025/05/18123020f1e5b4c0/NM-IN-56-BLS-25-APR-16225-LIGHTPINK(1).webp,6228876,Pink Graphic Cami Top,,,,,349,4.8,Tops,https://newme.asia/product/pink-graphic-cami-top,upper wear
female_00186.webp,https://assets.newme.asia/wp-content/uploads/2026/05/1509302457c16a91/NM-IN-56-BLS-26-JAN-29548-OLIVE(0).webp,10493527,Olive Solid Sqaure Neck Top,"Olive, Lightbrown",,Solid,,699,4.9,Tops,https://newme.asia/product/olive-solid-sqaure-neck-top,upper wear
female_00187.webp,https://assets.newme.asia/wp-content/uploads/2025/09/09123818234f1ed8/NM-IN-56-BLS-25-AUG-21202-GREEN_(1).webp,7295711,Green Ethnic Print Tieup Detail Top,"Green, Yellow, Pink",,,,449,4.8,Tops,https://newme.asia/product/green-ethnic-print-tieup-detail-top,upper wear
female_00188.webp,https://assets.newme.asia/wp-content/uploads/2025/11/120549029ee2f8e3/NM-IN-56-BLS-25-APR-17062-BLACK(1).webp,8188247,Black Square Neck Tank Top,,,,,499,4.9,Tops,https://newme.asia/product/black-square-neck-tank-top-4,upper wear
female_00189.webp,https://assets.newme.asia/wp-content/uploads/2026/02/140753070c6b5fbc/NM-IN-56-BLS-25-DEC-22327-PINK(0).webp,9464399,Pink Gingham Print Peplum Top,"Pink, Navy, Black",,,,699,4.8,Tops,https://newme.asia/product/pink-gingham-print-peplum-top,upper wear
female_00190.webp,https://assets.newme.asia/wp-content/uploads/2025/07/22174833d9493c3f/NM-IN-56-BLS-25-FEB-14525-OFFWHITE(1).webp,6709840,Off White Textured High Low Top,"Off White, Grey, Black, Pink",,,,499,4.7,Tops,https://newme.asia/product/off-white-textured-high-low-top-4,upper wear
female_00191.webp,https://assets.newme.asia/wp-content/uploads/2026/01/280800297538c3e4/NM-IN-56-BLS-25-OCT-25870-BLACK(1).webp,9265456,Black One-Shoulder Crop Top,,,,,499,4.8,Tops,https://newme.asia/product/black-one-shoulder-crop-top-8,upper wear
female_00192.webp,https://assets.newme.asia/wp-content/uploads/2026/04/081154065bdb23f7/NM-IN-56-SHT-25-DEC-29151-WINE(0).webp,9967039,Wine Solid Flared Sleeve Shirt,"Wine, Cream",Flare,Solid,,649,4.6,Tops,https://newme.asia/product/wine-solid-flared-sleeve-shirt,upper wear
female_00193.webp,https://assets.newme.asia/wp-content/uploads/2025/05/18131718df789a52/NM-IN-56-BLS-25-MAY-16543-WHITE_(1).webp,6470282,White Graphic Printed Tube Top,"White, Brown",,Printed,,349,4.9,Tops,https://newme.asia/product/white-graphic-printed-tube-top,upper wear
female_00194.webp,https://assets.newme.asia/wp-content/uploads/2026/07/0605154268d88fbc/NM-PRC-310-SHT-26-JUN-34362-LIGHTBLUE(1).webp,10784800,Light Blue Striped Heart Cut-Out Shirt,,,Striped,,1299,4.4,Tops,https://newme.asia/product/light-blue-striped-heart-cut-out-shirt,upper wear
female_00195.webp,https://assets.newme.asia/wp-content/uploads/2026/07/08101121b1548967/NM-PRC-315-BLS-26-JUN-34183-BLACK(1).webp,10716455,Black Round Neck Sheer Bodysuit,,,,,899,4.6,Tops,https://newme.asia/product/black-round-neck-sheer-bodysuit,upper wear
female_00196.webp,https://assets.newme.asia/wp-content/uploads/2026/06/2911141380ad8abe/NM-PRC-381-TSH-26-MAY-33457-BLACK(1).webp,10432686,Black Round-Neck T-Shirt,,,,,799,4.4,Tops,https://newme.asia/product/black-glitter-round-neck-t-shirt,upper wear
female_00197.webp,https://assets.newme.asia/wp-content/uploads/2025/06/041701359ef708f2/NM-IN-56-BLS-24-APR-5418-BROWN(1).webp,6705441,Brown Sweetheart Neck Fitted Top,"Brown, Black",,,,499,4.9,Tops,https://newme.asia/product/brown-sweetheart-neck-fitted-top,upper wear
female_00198.webp,https://assets.newme.asia/wp-content/uploads/2026/04/24060016299980f2/NM-IN-54-BLS-26-MAR-31490-PINK(0).webp,10133007,Pink Floral Sequin Halter Top,"Pink, Blue, Black, White, Teal",,Floral,,499,5.0,Tops,https://newme.asia/product/pink-floral-sequin-halter-top,upper wear
female_00199.webp,https://assets.newme.asia/wp-content/uploads/2026/03/1814131481d17570/NM-PRC-391-BLS-26-MAR-31666-WHITE(1).webp,9751007,White Polka Dot One Shoulder Top,,,,,599,4.8,Tops,https://newme.asia/product/white-polka-dot-one-shoulder-top,upper wear
female_00200.webp,https://assets.newme.asia/wp-content/uploads/2026/02/160655042018a554/NM-IN-56-BLS-25-DEC-22327-BLACK(0).webp,9464442,Black Gingham Print Peplum Top,"Black, Navy, Pink",,,,599,4.8,Tops,https://newme.asia/product/black-gingham-print-peplum-top,upper wear
female_00201.webp,https://assets.newme.asia/wp-content/uploads/2025/06/07161631c0b6f457/NM-IN-56-BLS-25-JAN-12507-RED_(1).webp,4104654,Polyamide Boat Neck Bodysuit,"Red, Wine, Lightbrown, Lightpink, Light Blue, Darkpink",,,,499,5.0,Tops,https://newme.asia/product/red-solid-boat-neck-bodysuit,upper wear
female_00202.webp,https://assets.newme.asia/wp-content/uploads/2026/05/2114431550733d61/NM-PRC-445-BLS-26-MAY-33608-WHITE(1).webp,10573714,White Embellished Pearl Cowl Neck Top,"White, Beige, Black, Beige, Lightpink, Wine",,,,1099,5.0,Tops,https://newme.asia/product/white-embellished-pearl-cowl-neck-top,upper wear
female_00203.webp,https://assets.newme.asia/wp-content/uploads/2026/04/011009060e7f7d93/NM-IN-54-BLS-26-FEB-31471-LIGHTBLUE(0).webp,9899351,Light Blue Schiffli Halter Neck Top,,,,,649,4.4,Tops,https://newme.asia/product/light-blue-schiffli-halter-neck-top,upper wear
female_00204.webp,https://assets.newme.asia/wp-content/uploads/2025/05/1812135014ca9384/NM-IN-56-BLS-24-AUG-8540-RED(1).webp,6217858,Red Ruffle Detail Off Shoulder Top,"Red, Cream",,,,599,4.8,Tops,https://newme.asia/product/red-ruffle-detail-off-shoulder-top,upper wear
female_00205.webp,https://assets.newme.asia/wp-content/uploads/2026/05/3007170969b46266/NM-IN-56-BLS-26-JAN-22488-PURPLE(0).webp,10684261,Purple Tie-Up One-Shoulder Top,"Purple, Peach, White",,,,499,4.7,Tops,https://newme.asia/product/purple-tie-up-one-shoulder-top,upper wear
female_00206.webp,https://assets.newme.asia/wp-content/uploads/2025/10/0614373753dab2bd/NM-PRC-370-TSH-25-OCT-25237-LIGHTGREEN(1).webp,7835265,Light Green Fitted Crew Neck T-Shirt,"Lightgreen, Light Blue, Lavender",,,,599,4.0,Tops,https://newme.asia/product/light-green-fitted-crew-neck-t-shirt-2,upper wear
female_00207.webp,https://assets.newme.asia/wp-content/uploads/2025/07/2814411801c37df6/NM-PRC-194-BLS-25-JUL-23336-WHITE(1).webp,7232667,White Scoop Neck Bralette Top,"White, Orange",,,,899,4.5,Tops,https://newme.asia/product/white-scoop-neck-bralette-top,upper wear
female_00208.webp,https://assets.newme.asia/wp-content/uploads/2025/08/07161738111d809f/NM-PRC-343-TSH-25-JUL-23329-PURPLE(1).webp,7321899,Purple Fitted Crew Neck Tshirt,"Purple, Blue",,,,749,4.4,Tops,https://newme.asia/product/purple-fitted-crew-neck-tshirt,upper wear
female_00209.webp,https://assets.newme.asia/wp-content/uploads/2025/08/04095315c2515e79/NM-IN-56-TSH-25-JUL-21105-WHITE(1).webp,7295742,White Graphic Oversized Crew Neck Tshirt,,Oversized,,,599,4.8,Tops,https://newme.asia/product/white-graphic-oversized-crew-neck-tshirt-4,upper wear
female_00210.webp,https://assets.newme.asia/wp-content/uploads/2026/05/251332391dc1e3fa/NM-IN-54-BLS-26-FEB-31479-LIGHTBLUE(0).webp,9649743,Light Blue Ethnic Print Halter Top,"Light Blue, Green",,,,699,5.0,Tops,https://newme.asia/product/light-blue-ethnic-print-halter-top,upper wear
female_00211.webp,https://assets.newme.asia/wp-content/uploads/2025/07/04112452033c724e/NM-IN-56-TSH-25-JUN-21060-WHITE_(1).webp,6955241,White Graphic Oversized Tshirt,,Oversized,,,799,5.0,Tops,https://newme.asia/product/white-graphic-oversized-tshirt-138,upper wear
female_00212.webp,https://assets.newme.asia/wp-content/uploads/2026/07/060506493e022c62/NM-PRC-408-BLS-26-JUN-34185-BLACK(1).webp,10716479,Black Studded Asymmetric Halter Top,,,,,999,4.5,Tops,https://newme.asia/product/black-studded-asymmetric-halter-top,upper wear
female_00213.webp,https://assets.newme.asia/wp-content/uploads/2026/07/02064236babccf87/NM-IN-56-BLS-25-DEC-22327-NAVY(0).webp,10684273,Navy Plaid Peplum Crew Neck Top,"Navy, Black, Pink",,,,699,4.4,Tops,https://newme.asia/product/navy-plaid-peplum-crew-neck-top,upper wear
female_00214.webp,https://assets.newme.asia/wp-content/uploads/2026/04/081155430bb72530/NM-IN-56-BLS-26-JAN-29616-WHITE(0).webp,9967057,White Heart Print Tube Top,,,,,699,5.0,Tops,https://newme.asia/product/white-heart-print-tube-top,upper wear
female_00215.webp,https://assets.newme.asia/wp-content/uploads/2025/08/161112390c9f5897/NM-PRC-343-BLS-25-AUG-23947-LIGHTPINK(1).webp,7394771,Light Pink Solid Crew Neck Top,"Lightpink, Light Blue",,Solid,,799,5.0,Tops,https://newme.asia/product/light-pink-solid-crew-neck-top,upper wear
female_00216.webp,https://assets.newme.asia/wp-content/uploads/2025/05/2006374354e419de/NM-IN-56-BLS-25-MAY-16524-WHITE(1).webp,6561868,White Graphic Tshirt,,,,,299,5.0,Tops,https://newme.asia/product/white-graphic-tshirt-4,upper wear
female_00217.webp,https://assets.newme.asia/wp-content/uploads/2026/06/30053622935061de/NM-IN-56-BLS-25-JUN-16888-DARKBROWN(0).webp,6834096,Brown Colorblocked Crop Top,,,,,749,4.5,Tops,https://newme.asia/product/brown-colorblocked-crop-top,upper wear
female_00218.webp,https://assets.newme.asia/wp-content/uploads/2025/05/18125407a057e45f/NM-IN-56-TSH-25-APR-16366-LIGHTPINK(1).webp,6347795,Oversized Light Pink Tshirt,,Oversized,,,499,4.8,Tops,https://newme.asia/product/oversized-light-pink-tshirt,upper wear
female_00219.webp,https://assets.newme.asia/wp-content/uploads/2026/05/3007175644172053/NM-IN-56-BLS-26-JAN-22550-BLACK(0).webp,10684315,Black Solid Cut-Out Top With Scarf,"Black, Darkbrown, Yellow, Off White, Yellow",,Solid,,549,4.5,Tops,https://newme.asia/product/black-solid-cut-out-top-with-scarf,upper wear
female_00220.webp,https://assets.newme.asia/wp-content/uploads/2026/04/18092030cbfdfce6/NM-IN-56-BLS-26-JAN-29551-RED(0).webp,10062093,Red Solid V-Neck Top,,,Solid,,649,4.6,Tops,https://newme.asia/product/red-solid-v-neck-top,upper wear
female_00221.webp,https://assets.newme.asia/wp-content/uploads/2023/06/04154526/NM-PRC-74-BLS-23-JUN-770-PINK-1.webp,278970,Ruffled Crop Top,,,,,599,4.8,Tops,https://newme.asia/product/ruffled-crop-top,upper wear
female_00222.webp,https://assets.newme.asia/wp-content/uploads/2026/05/25133314b250b4af/NM-IN-54-BLS-26-FEB-31475-LIGHTBLUE(0).webp,10033653,Light Blue Schiffli Buttoned Top,,,,,899,4.4,Tops,https://newme.asia/product/light-blue-schiffli-buttoned-top,upper wear
female_00223.webp,https://assets.newme.asia/wp-content/uploads/2026/04/08115428d945f6cf/NM-IN-56-BLS-26-JAN-29867-YELLOW(0).webp,9967033,Yellow Solid High Neck Crop Top,,,Solid,,999,5.0,Tops,https://newme.asia/product/yellow-solid-high-neck-crop-top,upper wear
female_00224.webp,https://assets.newme.asia/wp-content/uploads/2025/08/0716174085b6198b/NM-PRC-343-TSH-25-JUL-23329-BLUE(1).webp,7321857,Blue Fitted Crew Neck Tshirt,"Blue, Purple",,,,799,4.5,Tops,https://newme.asia/product/blue-fitted-crew-neck-tshirt,upper wear
female_00225.webp,https://assets.newme.asia/wp-content/uploads/2025/05/1812510636be86ef/NM-PRC-171-BLS-25-APR-18335-BLACK(1).webp,6341023,White Floral Vneck Crop Top,,,Floral,,999,4.5,Tops,https://newme.asia/product/white-floral-vneck-crop-top,upper wear
female_00226.webp,https://assets.newme.asia/wp-content/uploads/2026/07/10110858724ce534/NM-PRC-391-BLS-26-JUN-34365-PURPLE(1).webp,10784788,Purple Beaded Ruched Crop Top,,,Ruched,,949,4.5,Tops,https://newme.asia/product/purple-beaded-ruched-crop-top,upper wear
female_00227.webp,https://assets.newme.asia/wp-content/uploads/2026/07/091354554e076668/NM-PRC-152-SHT-26-APR-33216-OFFWHITE(1).webp,10114084,Off White Lace Buttoned Shirt,,,,,899,4.8,Tops,https://newme.asia/product/off-white-lace-buttoned-shirt,upper wear
female_00228.webp,https://assets.newme.asia/wp-content/uploads/2026/01/120812227b2218ab/NM-IN-56-TSH-26-JAN-22433-WHITE(1).webp,9044707,White Crew Neck Graphic T-Shirt,,,,,599,5.0,Tops,https://newme.asia/product/white-crew-neck-graphic-t-shirt,upper wear
female_00229.webp,https://assets.newme.asia/wp-content/uploads/2025/07/041125324f266416/NM-IN-56-TSH-25-JUN-21066-PISTACHIO_(1).webp,6955187,Green Graphic Crew Neck Oversized Tshirt,"Pistachio, White",Oversized,,,599,4.4,Tops,https://newme.asia/product/green-graphic-crew-neck-oversized-tshirt,upper wear
female_00230.webp,https://assets.newme.asia/wp-content/uploads/2025/07/04112507b834f310/NM-IN-56-TSH-25-JUN-21063-DARKGREY_(1).webp,6955162,Dark Grey Graphic Oversized Tshirt,,Oversized,,,699,5.0,Tops,https://newme.asia/product/dark-grey-graphic-oversized-tshirt-2,upper wear
female_00231.webp,https://assets.newme.asia/wp-content/uploads/2025/06/021944011ce8b1bb/NM-PRC-35-TSH-25-MAR-15012-WHITE(1).webp,4928462,White Cherry Print Crew Neck Tshirt,,,,,399,4.8,Tops,https://newme.asia/product/white-cherry-print-crew-neck-tshirt,upper wear
female_00232.webp,https://assets.newme.asia/wp-content/uploads/2026/06/051211089893ef2f/NM-IN-54-BLS-26-MAY-33478-LIGHTPINK(0).webp,10752706,Light Pink Floral Crop Top,,,Floral,,449,4.6,Tops,https://newme.asia/product/light-pink-floral-crop-top-2,upper wear
female_00233.webp,https://assets.newme.asia/wp-content/uploads/2026/06/18163140a162ea6f/NM-PRC-35-TSH-26-JUN-34687-BLACK(1).webp,10896132,Black Butterfly Print T-Shirt,,,,,899,4.0,Tops,https://newme.asia/product/black-butterfly-print-t-shirt,upper wear
female_00234.webp,https://assets.newme.asia/wp-content/uploads/2026/05/2918062822876605/NM-PRC-75-BLS-26-MAY-34042-LIGHTPINK(1).webp,10683152,Light Pink Solid Lace Insert Bodysuit,"Lightpink, Black",,Solid,,1049,4.5,Tops,https://newme.asia/product/light-pink-solid-lace-insert-bodysuit,upper wear
female_00235.webp,https://assets.newme.asia/wp-content/uploads/2025/09/30133207ce23ee9b/NM-PRC-35-TSH-25-SEP-25141-BLACK(1).webp,7792200,Black Graphic Crew Neck T-Shirt,,,,,599,4.5,Tops,https://newme.asia/product/black-graphic-crew-neck-t-shirt-7,upper wear
female_00236.webp,https://assets.newme.asia/wp-content/uploads/2025/07/090558310abb5d19/NM-IN-56-TSH-25-JUN-21061-BROWN_(1).webp,6955211,Burgundy Graphic Oversized Tshirt,"Brown, Tan",Oversized,,,599,4.7,Tops,https://newme.asia/product/brown-graphic-oversized-tshirt,upper wear
female_00237.webp,https://assets.newme.asia/wp-content/uploads/2025/05/18085109d3107b9e/NM-IN-56-BLS-24-SEP-9796-BLACK(1).webp,4157742,Black Solid Sweetheart Neck Top,,,Solid,,899,4.8,Tops,https://newme.asia/product/black-solid-ribbed-sweetheart-neck-top-2,upper wear
female_00238.webp,https://assets.newme.asia/wp-content/uploads/2026/04/2810344792210c88/NM-IN-56-BLS-25-DEC-29103-RED(0).webp,10222628,Red Sweetheart Neck Fitted Top,,,,,899,4.8,Tops,https://newme.asia/product/red-sweetheart-neck-fitted-top-2,upper wear
female_00239.webp,https://assets.newme.asia/wp-content/uploads/2025/10/0808083043367579/NM-IN-56-TSH-25-SEP-21698-BLACK_(1).webp,7848967,Black Graphic V-Neck T-Shirt,,,,,499,4.8,Tops,https://newme.asia/product/black-graphic-v-neck-t-shirt-2,upper wear
female_00240.webp,https://assets.newme.asia/wp-content/uploads/2025/08/1611124084bf6bf6/NM-PRC-343-BLS-25-AUG-23947-LIGHTBLUE(1).webp,7394759,Light Blue Solid Crew Neck Top,"Light Blue, Lightpink",,Solid,,799,4.5,Tops,https://newme.asia/product/light-blue-solid-crew-neck-top,upper wear
female_00241.webp,https://assets.newme.asia/wp-content/uploads/2025/08/04095357b53c4e51/NM-IN-56-TSH-25-JUL-21108-LIGHTBLUE(1).webp,7295705,Light Blue Graphic Oversized Crew Neck Tshirt,"Light Blue, Red",Oversized,,,599,5.0,Tops,https://newme.asia/product/light-blue-graphic-oversized-crew-neck-tshirt,upper wear
female_00242.webp,https://assets.newme.asia/wp-content/uploads/2025/07/28143738fde74d9a/NM-PRC-343-BLS-25-JUL-23327-PEACH(1).webp,7232510,Peach Solid Square Neck Crop Top,"Peach, Dark Blue",,Solid,,799,4.7,Tops,https://newme.asia/product/peach-solid-square-neck-crop-top,upper wear
female_00243.webp,https://assets.newme.asia/wp-content/uploads/2026/05/18130026b63b22d1/NM-PRC-170-BLS-26-APR-33300-LIGHTPINK(1).webp,10432404,Light Pink Marine Corset Tube Top,"Lightpink, Black, Purple, Brown, Beige, White, Red",,,,1149,4.9,Tops,https://newme.asia/product/light-pink-marine-corset-tube-top,upper wear
female_00244.webp,https://assets.newme.asia/wp-content/uploads/2025/10/1409453790df927d/NM-PRC-159-BLS-25-JUL-20316-PINK(1).webp,6941448,Light Pink Vneck Fitted Top,,,,,999,4.8,Tops,https://newme.asia/product/light-pink-vneck-fitted-top,upper wear
female_00245.webp,https://assets.newme.asia/wp-content/uploads/2026/04/28103531e20f31ef/NM-IN-56-BLS-24-AUG-8620-NAVYBLUE(0).webp,10222635,Navy Numeric Spaghetti Strap Cami Top,,,,,499,4.8,Tops,https://newme.asia/product/navy-numeric-spaghetti-strap-cami-top,upper wear
female_00246.webp,https://assets.newme.asia/wp-content/uploads/2026/06/190712002ba30e9a/NM-IN-54-SHT-26-MAY-34143-BLUE(0).webp,10900463,Blue Schiffli Cotton Crop Shirt,,,,Cotton,699,4.7,Tops,https://newme.asia/product/blue-schiffli-cotton-crop-shirt-2,upper wear
